	Domain	Phylum	Class	Order	Family	Genus
N3106	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29		
N3107	Bacteria	Proteobacteria	Deltaproteobacteria			
N3108	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N3109	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.B
N3111	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N3112	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	ZD0417_marine_group
N3113	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ic.1
N3114	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N3116	Bacteria					
N3117	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ic.2
N3118	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3119	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N3120	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AT-s3-44	
N3121	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3122	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	
N3123	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	
N3124	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	ZD0417_marine_group
N3125	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ic.1
N3126	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.A
N3127	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	I_basal
N3128	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3129	Bacteria	Proteobacteria	AEGEAN-245			
N3131	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3132	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N3133	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	
N3134	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella
N3135	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3136	Bacteria	Lentisphaerae	Oligosphaeria			
N3137	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	
N3138	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3139	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N3140	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	I_basal
N3141	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	VHS-B3-70	
N3142	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N3143	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS7_marine_group	
N3145	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N3146	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade1	SAR202_clade1	
N3147	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N3148	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3149	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3150	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	
N3151	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3152	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
N3153	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ic.1
N3154	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	Verrucomicrobia:Arctic97B-4	Arctic97B-4_marine_group	
N3155	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N3156	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3157	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	II
N3158	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3160	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group
N3161	Bacteria	Proteobacteria	SPOTSOCT00m83			
N3163	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales		
N3164	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3165	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3166	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3168	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3169	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N3170	Bacteria	Verrucomicrobia	OPB35_soil_group			
N3171	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3172	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N3175	Bacteria	Proteobacteria	Deltaproteobacteria			
N3176	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
N3177	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N3178	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter
N3179	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade4	SAR202_clade4	
N3180	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N3181	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade		
N3182	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3183	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3184	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N3185	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	Verrucomicrobia:Arctic97B-4	Arctic97B-4_marine_group	
N3186	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3187	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3189	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3190	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N3191	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade
N3192	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N3193	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N3194	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ic.1
N3195	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	
N3196	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	II
N3197	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	
N3198	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N3199	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	
N3200	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	
N3201	Bacteria					
N3202	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3203	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3204	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N3205	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N3206	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	OM75_clade
N3207	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3208	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N3209	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	
N3212	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ic.1
N3213	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N3214	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
N3215	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N3216	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	
N3217	Bacteria	Verrucomicrobia	Opitutae	Verrucomicrobia:MB11C04		
N3218	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N3219	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3220	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3221	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	
N3222	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N3223	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NS10_marine_group
N3224	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	
N3225	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N3226	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.A
N3227	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29		
N3228	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	
N3229	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter
N3230	Bacteria	Verrucomicrobia	Opitutae	Verrucomicrobia:MB11C04		
N3231	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3233	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa
N3234	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	Candidatus_Endoecteinascidia
N3235	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	Verrucomicrobia:Arctic97B-4	Arctic97B-4_marine_group	
N3236	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N3237	Bacteria	Acidobacteria	Acidobacteria	Acidobacteria_s6		
N3239	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NS10_marine_group
N3240	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	
N3241	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospira
N3242	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3243	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
N3244	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade
N3245	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	clade N2	
N3246	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	
N3247	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ascidiaceihabitans
N3248	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3249	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3251	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	
N3252	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.B
N3253	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N3254	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N3255	Bacteria	Proteobacteria				
N3256	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Dasania
N3257	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N3258	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N3259	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS7_marine_group	
N3260	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AT-s3-44	
N3261	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N3262	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	
N3264	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
N3265	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	Candidatus_Puniceispirillum
N3266	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N3267	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3268	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3269	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
N3270	Bacteria	Planctomycetes	Pla4_lineage			
N3271	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3272	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade3	SAR202_clade3	
N3273	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N3274	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.4.N1	
N3275	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3276	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group
N3277	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	IV	IV
N3278	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N3279	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
N3281	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Lentimonas
N3282	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N3284	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	
N3285	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N3286	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	
N3287	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
N3288	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS7_marine_group	
N3290	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3291	Bacteria	Verrucomicrobia	Opitutae	Verrucomicrobia:MB11C04		
N3293	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3294	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3295	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3296	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N3298	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	I_basal
N3299	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3300	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	II
N3301	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3303	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3304	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N3305	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3306	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	I_basal
N3307	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3308	Bacteria	Cyanobacteria	ML635J-21			
N3309	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ic.1
N3310	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N3311	Bacteria	Acidobacteria	Acidobacteria	Acidobacteria_s6		
N3312	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudospirillum
N3313	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N3315	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3316	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
N3317	Bacteria	Proteobacteria	Deltaproteobacteria			
N3318	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3319	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N3320	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	I
N3321	Bacteria	Bacteroidetes				
N3322	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N3323	Bacteria	Chloroflexi				
N3324	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N3326	Bacteria	Verrucomicrobia	Opitutae	Verrucomicrobia:MB11C04		
N3327	Bacteria	Bacteroidetes				
N3328	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	Candidatus_Endoecteinascidia
N3330	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Crocinitomix
N3332	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade3	SAR202_clade3	
N3333	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	
N3334	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3335	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AT-s3-44	
N3336	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ic.1
N3337	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	
N3338	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N3339	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade5	SAR202_clade5	
N3340	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N3341	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
N3342	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
N3344	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	ZD0417_marine_group
N3345	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	I_basal
N3346	Bacteria	Actinobacteria	Actinobacteria	PeM15		
N3347	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	I
N3348	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N3350	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3351	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3352	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina
N3353	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	
N3354	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	
N3356	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	II
N3357	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	clade N2	
N3358	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N3359	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	I_basal
N3360	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N3361	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3362	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3363	Bacteria	Verrucomicrobia	Opitutae	Verrucomicrobia:MB11C04		
N3364	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N3365	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N3366	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3367	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N3368	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS7_marine_group	
N3370	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3371	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NS10_marine_group
N3372	Bacteria	Cyanobacteria	ML635J-21			
N3373	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
N3375						
N3376	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N3377	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudospirillum
N3378	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ib.1
N3379	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospira
N3380	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3381	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N3382	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade3	SAR202_clade3	
N3383	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N3384	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Ulvibacter
N3385	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ic.1
N3386	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ib_other
N3387	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N3388	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N3389	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3390	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N3391	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N3392	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	
N3393	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N3394	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N3395	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group		
N3396	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	
N3397	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	
N3398	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group		
N3399	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade5	SAR202_clade5	
N3400	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3401	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N3402	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	
N3403	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3404	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N3405	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N3408	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ib.2
N3409	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3410	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade3	SAR202_clade3	
N3411	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ic.1
N3413	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
N3415	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N3416	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N3417	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	IV	IV
N3419	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	
N3420	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	
N3422	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	
N3423	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales		
N3424	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	clade N2	
N3425	Bacteria	Proteobacteria	Betaproteobacteria			
N3426	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N3427	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis	Marinicella
N3428	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
